,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,MOS
Ari_QuantGeom_3_1_R,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.206896551724138
Ari_QuantGeom_4_1_R,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.103448275862069
Ari_QuantLAB_1_1_R,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.413793103448276
Ari_QuantLAB_2_1_R,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.517241379310345
Ari_QuantLAB_3_1_R,4.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,3.7241379310344827
Ari_QuantLAB_4_1_R,4.0,2.0,3.0,1.0,2.0,5.0,3.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,2.0,4.0,3.0,2.0,5.0,2.0,3.0,3.0689655172413794
Ari_SimpMesh_1_1_R,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.517241379310345
Ari_SimpMesh_2_1_R,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.620689655172414
Ari_SimpMesh_3_1_R,2.0,2.0,3.0,5.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.6551724137931036
Ari_SimpMesh_4_1_R,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,5.0,2.0,2.0,2.0,1.0,4.0,5.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.689655172413793
Ari_SimpVal_1_1_R,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.655172413793103
Ari_SimpVal_2_1_R,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.862068965517241
Ari_SimpVal_3_1_R,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.103448275862069
Ari_SimpVal_4_1_R,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,1.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,2.793103448275862
Cameleon_QuantGeom_1_1_R,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.379310344827586
Cameleon_QuantGeom_2_1_R,3.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,5.0,2.0,3.0,2.0,5.0,5.0,5.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,3.2413793103448274
Cameleon_QuantGeom_3_1_R,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.2758620689655173
Cameleon_QuantGeom_4_1_R,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0689655172413792
Cameleon_QuantLAB_1_1_R,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.379310344827586
Cameleon_QuantLAB_2_1_R,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.103448275862069
Cameleon_QuantLAB_3_1_R,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,4.0,5.0,4.0,2.0,2.0,3.0,2.4827586206896552
Cameleon_QuantLAB_4_1_R,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.3793103448275863
Cameleon_SimpMesh_1_1_R,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.482758620689655
Cameleon_SimpMesh_2_1_R,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,2.0,3.9655172413793105
Cameleon_SimpMesh_3_1_R,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,5.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,5.0,3.1379310344827585
Cameleon_SimpMesh_4_1_R,2.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,4.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.413793103448276
Cameleon_SimpVal_1_1_R,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.275862068965517
Cameleon_SimpVal_2_1_R,5.0,4.0,4.0,4.0,3.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,2.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.172413793103448
Cameleon_SimpVal_3_1_R,4.0,2.0,3.0,2.0,3.0,5.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,1.0,2.9310344827586206
Cameleon_SimpVal_4_1_R,3.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,2.689655172413793
Fish_QuantGeom_1_1_R,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.310344827586207
Fish_QuantGeom_2_1_R,5.0,4.0,3.0,3.0,2.0,4.0,2.0,5.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,3.103448275862069
Fish_QuantGeom_3_1_R,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.3793103448275863
Fish_QuantGeom_4_1_R,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0689655172413792
Fish_QuantLAB_1_1_R,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.620689655172414
Fish_QuantLAB_2_1_R,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.620689655172414
Fish_QuantLAB_3_1_R,4.0,2.0,4.0,4.0,2.0,5.0,3.0,3.0,2.0,2.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,3.2758620689655173
Fish_QuantLAB_4_1_R,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.9310344827586208
Fish_SimpMesh_1_1_R,4.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.379310344827586
Fish_SimpMesh_2_1_R,4.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.8620689655172415
Fish_SimpMesh_3_1_R,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,1.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,2.793103448275862
Fish_SimpMesh_4_1_R,3.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.8275862068965518
Fish_SimpVal_1_1_R,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.827586206896552
Fish_SimpVal_2_1_R,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,4.0,4.0,3.0,2.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.344827586206897
Fish_SimpVal_3_1_R,5.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,4.344827586206897
Fish_SimpVal_4_1_R,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.8620689655172413
Samurai_QuantGeom_1_1_R,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,4.413793103448276
Samurai_QuantGeom_2_1_R,3.0,4.0,3.0,4.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,2.0,4.0,3.0,3.103448275862069
Samurai_QuantGeom_3_1_R,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.6206896551724137
Samurai_QuantGeom_4_1_R,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.103448275862069
Samurai_QuantLAB_1_1_R,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.551724137931035
Samurai_QuantLAB_2_1_R,4.0,4.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,2.0,4.0,5.0,3.0,5.0,2.0,3.0,4.0,4.0,3.0,4.068965517241379
Samurai_QuantLAB_3_1_R,4.0,2.0,3.0,2.0,3.0,5.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,5.0,1.0,3.0,2.0,4.0,3.0,3.0,2.0,2.9655172413793105
Samurai_QuantLAB_4_1_R,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.5862068965517242
Samurai_SimpMesh_1_1_R,5.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.482758620689655
Samurai_SimpMesh_2_1_R,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.379310344827586
Samurai_SimpMesh_3_1_R,5.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.5517241379310347
Samurai_SimpMesh_4_1_R,4.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,1.0,5.0,3.0,5.0,3.0,2.0,2.0,2.0,3.0,2.6551724137931036
Samurai_SimpVal_1_1_R,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.586206896551724
Samurai_SimpVal_2_1_R,4.0,4.0,5.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.7586206896551726
Samurai_SimpVal_3_1_R,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,2.6551724137931036
Samurai_SimpVal_4_1_R,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.4137931034482758
