,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,MOS
src03_hrc09.avi               ,5,5,4,2,3,2,1,3,3,4,4,3,3,5,4,3,1,3,4,3,3,4,3,2,3,3,4,4,3,3.24137931
src03_hrc10.avi               ,3,1,3,3,3,3,1,3,3,4,3,3,3,3,3,2,1,3,3,2,2,5,2,2,5,3,2,2,3,2.724137931
src03_hrc11.avi               ,2,2,1,1,3,3,1,2,3,3,2,3,2,4,1,1,1,3,4,3,3,1,2,2,1,3,4,3,3,2.310344828
src03_hrc12.avi               ,3,4,3,3,4,4,2,2,4,4,4,3,3,4,3,4,2,4,3,4,2,4,3,2,5,2,5,2,3,3.275862069
src03_hrc13.avi               ,4,2,3,3,4,2,1,3,4,4,3,2,3,5,3,2,1,3,4,2,3,3,3,2,3,3,2,3,3,2.862068966
src03_hrc14.avi               ,5,4,4,4,4,5,2,3,5,5,4,4,5,5,4,5,4,5,5,4,4,2,4,4,5,4,5,5,4,4.24137931
src04_hrc00.avi               ,5,4,5,5,5,5,5,3,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,3,5,5,5,4,5,4.724137931
src04_hrc01.avi               ,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.137931034
src04_hrc02.avi               ,2,2,2,2,2,1,2,3,3,2,3,2,2,4,2,2,1,2,2,2,3,1,1,1,1,1,2,2,3,2
src04_hrc03.avi               ,2,2,2,3,2,2,2,2,3,2,4,2,4,3,3,3,2,3,3,2,3,4,3,2,2,3,4,2,3,2.655172414
src04_hrc04.avi               ,2,3,2,2,2,2,2,3,3,2,3,2,2,3,3,2,2,3,3,1,2,2,2,2,2,4,3,2,2,2.344827586
src04_hrc05.avi               ,2,2,1,2,2,2,1,2,3,2,2,3,2,3,2,1,2,2,3,1,3,1,2,1,1,2,3,2,2,1.965517241
src04_hrc06.avi               ,3,3,3,4,3,3,2,3,4,4,4,2,3,3,3,4,1,4,4,2,2,4,2,2,3,3,5,4,4,3.137931034
src04_hrc07.avi               ,2,5,3,3,3,2,3,2,4,4,4,2,2,4,3,4,2,4,4,2,2,4,2,1,2,4,3,2,2,2.896551724
src04_hrc08.avi               ,3,3,3,2,2,1,1,3,3,3,3,2,1,3,3,1,3,1,2,2,3,3,2,2,1,2,2,2,2,2.206896552
src04_hrc09.avi               ,3,3,2,3,2,2,1,4,5,2,4,2,4,4,3,3,2,3,3,2,3,2,3,2,2,3,4,4,3,2.862068966
src04_hrc10.avi               ,3,4,2,3,3,2,1,3,4,5,4,2,3,3,3,3,1,3,3,2,3,4,3,2,3,3,3,3,3,2.896551724
src04_hrc11.avi               ,3,3,2,3,3,3,2,2,4,4,3,2,2,4,2,2,1,2,3,2,4,2,3,2,3,3,5,3,3,2.75862069
src04_hrc12.avi               ,3,4,2,2,3,3,4,4,4,4,4,3,3,5,3,2,3,5,5,3,2,3,3,2,2,4,3,3,4,3.275862069
src04_hrc13.avi               ,3,4,2,3,4,3,2,4,4,3,4,2,3,4,4,3,3,4,4,3,3,3,3,2,3,4,3,3,4,3.24137931
src04_hrc14.avi               ,4,5,4,4,5,4,5,4,5,5,4,3,5,5,5,4,4,5,5,4,4,5,4,3,4,4,5,2,4,4.275862069
src05_hrc00.avi               ,4,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,3,5,5,4,5,4.75862069
src05_hrc01.avi               ,2,1,1,3,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1.24137931
src05_hrc02.avi               ,3,1,1,2,1,1,1,2,3,1,1,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,3,2,1.586206897
src05_hrc03.avi               ,3,1,2,2,2,2,1,2,3,2,3,2,3,3,3,1,2,3,2,2,2,1,2,2,2,2,2,4,2,2.172413793
src05_hrc04.avi               ,3,3,2,3,2,2,2,2,3,2,2,2,2,2,2,1,2,2,3,2,2,1,2,2,2,1,2,2,3,2.103448276
src05_hrc05.avi               ,2,2,1,2,2,2,1,2,2,1,3,3,1,1,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,1.689655172
src05_hrc06.avi               ,3,2,3,3,3,2,2,2,3,2,3,3,3,4,3,2,1,3,4,2,3,3,2,3,3,3,4,3,3,2.75862069
src05_hrc07.avi               ,4,3,2,3,2,2,2,2,4,2,2,2,2,4,3,2,1,3,4,2,2,2,2,2,1,2,2,2,3,2.379310345
src05_hrc08.avi               ,2,1,1,1,3,1,1,3,2,2,2,2,1,3,1,1,2,1,2,1,3,2,1,1,1,3,2,4,3,1.827586207
src05_hrc09.avi               ,3,1,2,4,3,2,2,3,3,2,4,3,3,2,3,2,2,2,4,2,3,3,2,2,2,2,2,3,4,2.586206897
src05_hrc10.avi               ,2,1,2,4,2,2,2,2,3,1,3,2,2,2,3,2,1,2,2,2,3,3,2,2,2,3,2,2,2,2.172413793
src05_hrc11.avi               ,3,2,2,2,3,3,2,2,3,3,1,3,1,3,2,1,2,2,3,3,4,1,2,1,2,2,2,3,2,2.24137931
src05_hrc12.avi               ,3,5,4,4,3,3,2,3,4,3,4,4,5,5,4,3,3,5,5,3,3,3,3,3,4,4,5,3,3,3.655172414
src05_hrc13.avi               ,3,3,3,3,4,3,2,3,3,3,3,4,3,3,3,2,3,3,4,4,3,4,3,3,3,4,4,3,3,3.172413793
src05_hrc14.avi               ,4,4,4,4,3,5,3,3,5,5,5,4,5,4,4,3,5,4,5,5,4,4,4,3,3,5,5,3,4,4.103448276
src06_hrc00.avi               ,5,5,5,5,5,5,5,4,5,5,5,4,5,5,3,5,5,5,5,5,5,5,5,4,5,5,5,3,5,4.75862069
src06_hrc01.avi               ,1,1,1,3,1,1,1,1,1,1,1,2,1,1,3,1,1,1,4,1,1,1,2,1,1,2,1,1,1,1.344827586
src06_hrc02.avi               ,2,2,2,3,2,1,2,2,2,4,2,2,1,3,2,1,3,1,1,2,3,2,1,1,2,2,2,2,3,2
src06_hrc03.avi               ,3,3,4,4,3,4,4,4,3,5,5,3,4,5,3,3,1,4,2,2,4,3,3,3,2,4,4,4,5,3.482758621
src06_hrc04.avi               ,2,2,3,4,3,2,5,3,3,4,4,3,3,5,3,3,2,4,3,2,4,3,3,3,3,4,3,3,5,3.24137931
src06_hrc05.avi               ,2,1,2,2,2,3,2,3,3,4,2,3,2,4,1,1,3,4,2,2,3,2,2,1,4,2,2,2,2,2.344827586
src06_hrc06.avi               ,3,4,4,4,3,5,3,4,4,4,4,2,3,4,3,3,2,4,4,3,3,4,4,3,2,4,4,4,5,3.551724138
src06_hrc07.avi               ,4,4,4,4,3,3,3,4,3,4,4,3,5,5,3,3,3,5,3,3,4,3,3,3,3,3,4,4,5,3.620689655
src06_hrc08.avi               ,2,2,2,3,2,2,3,3,2,3,3,2,1,4,2,2,2,2,2,1,3,2,2,2,3,2,3,3,3,2.344827586
src06_hrc09.avi               ,3,3,5,4,4,3,5,3,3,4,5,4,5,5,3,2,4,4,3,3,4,4,3,3,5,3,5,3,3,3.724137931
src06_hrc10.avi               ,3,3,4,4,4,3,5,4,3,4,4,3,4,5,2,3,5,3,4,2,4,5,3,3,3,2,4,3,5,3.586206897
src06_hrc11.avi               ,2,2,3,3,4,4,2,4,4,3,3,3,2,3,2,2,2,2,3,3,3,4,2,2,4,2,3,3,4,2.862068966
src06_hrc12.avi               ,3,4,4,3,4,4,3,4,4,5,4,4,4,5,4,4,4,5,4,4,3,5,3,2,4,5,4,3,4,3.896551724
src06_hrc13.avi               ,4,3,5,4,4,4,4,4,4,4,5,3,4,5,3,3,3,5,3,4,3,4,4,2,4,4,4,3,5,3.827586207
src06_hrc14.avi               ,5,5,5,4,4,4,4,4,5,5,4,2,4,5,4,5,5,5,4,5,4,4,3,4,5,4,3,5,3,4.24137931
src07_hrc00.avi               ,5,5,5,5,5,5,5,4,5,3,5,3,5,5,4,4,5,5,5,5,4,5,4,4,5,5,5,3,5,4.586206897
src07_hrc01.avi               ,2,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1.206896552
src07_hrc02.avi               ,2,2,2,2,2,2,5,3,2,3,2,2,1,3,2,2,1,2,2,2,3,3,3,1,2,2,2,2,3,2.24137931
src07_hrc03.avi               ,3,1,1,3,1,2,1,3,4,2,4,2,3,2,3,2,1,2,1,1,2,2,2,2,1,2,1,3,3,2.068965517
src07_hrc04.avi               ,3,5,4,4,2,2,3,3,4,4,4,2,2,5,2,2,2,3,2,2,3,3,3,3,4,4,3,3,3,3.068965517
src07_hrc05.avi               ,2,3,2,3,2,2,1,2,3,2,2,3,2,4,2,2,1,4,3,4,3,2,2,2,2,3,3,1,3,2.413793103
src07_hrc06.avi               ,3,4,4,5,5,4,4,4,4,2,5,3,4,5,3,5,3,5,5,4,3,4,4,4,1,4,3,3,4,3.827586207
src07_hrc07.avi               ,4,3,3,3,3,3,2,3,4,5,3,3,5,5,3,3,3,3,4,4,4,2,3,2,3,4,3,2,2,3.24137931
src07_hrc08.avi               ,2,3,3,3,2,2,3,3,3,3,3,2,2,4,1,2,1,3,2,3,3,4,3,2,2,2,2,2,3,2.517241379
src07_hrc09.avi               ,3,1,1,3,2,2,1,2,3,1,3,3,3,2,2,2,1,3,2,2,3,1,2,2,2,2,3,3,3,2.172413793
src07_hrc10.avi               ,3,3,4,4,3,2,4,4,4,3,4,3,3,5,2,3,2,4,4,3,3,4,3,4,5,3,4,4,4,3.482758621
src07_hrc11.avi               ,3,3,1,3,3,4,2,3,4,3,3,3,2,4,3,1,3,4,3,3,3,2,2,2,3,3,3,2,4,2.827586207
src07_hrc12.avi               ,4,5,4,5,3,3,5,4,4,5,4,2,4,5,3,4,5,4,4,5,4,4,3,3,4,5,4,3,4,4
src07_hrc13.avi               ,3,4,4,4,4,2,5,3,5,4,4,3,5,5,2,3,1,3,4,4,4,3,3,3,3,3,4,3,4,3.517241379
src07_hrc14.avi               ,4,4,5,5,4,4,5,3,4,5,2,3,3,5,4,4,3,4,3,5,4,4,3,4,3,4,5,3,4,3.896551724
src08_hrc00.avi               ,5,5,4,4,4,4,5,3,5,5,5,3,5,5,3,4,5,5,5,5,4,4,4,4,5,5,3,4,5,4.379310345
src08_hrc01.avi               ,2,1,1,2,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.206896552
src08_hrc02.avi               ,2,1,1,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,1,2,3,1,1,1,1,2,1,2,2,1.586206897
src08_hrc03.avi               ,3,1,1,4,2,2,3,2,2,2,3,4,2,5,3,2,2,3,3,2,2,3,1,2,2,2,2,4,4,2.517241379
src08_hrc04.avi               ,2,1,2,2,2,2,1,2,2,2,2,2,1,4,1,1,1,3,2,2,2,2,2,2,1,3,2,3,3,1.965517241
src08_hrc05.avi               ,2,2,1,2,1,2,1,2,2,1,2,2,1,3,1,1,1,3,2,2,2,1,1,1,2,2,1,2,2,1.655172414
src08_hrc06.avi               ,3,2,3,5,4,3,2,3,3,2,3,3,2,4,4,3,3,5,5,3,4,3,3,4,2,2,3,3,3,3.172413793
src08_hrc07.avi               ,3,1,2,3,3,2,2,2,3,2,2,3,1,4,1,1,2,3,2,2,3,2,2,1,2,3,2,3,3,2.24137931
src08_hrc08.avi               ,3,1,2,2,3,1,1,2,3,2,3,3,1,4,2,2,2,2,1,2,3,1,2,2,2,2,1,3,2,2.068965517
src08_hrc09.avi               ,4,2,2,3,2,2,2,3,2,1,3,3,2,4,3,2,2,4,3,1,2,4,2,2,2,2,2,3,3,2.482758621
src08_hrc10.avi               ,2,2,2,3,3,2,3,2,2,3,3,2,2,3,1,2,3,3,3,1,3,2,2,3,2,4,2,3,2,2.413793103
src08_hrc11.avi               ,2,2,2,3,3,2,2,2,3,2,2,3,2,3,2,1,2,3,3,3,4,1,2,2,2,2,2,2,3,2.310344828
src08_hrc12.avi               ,3,4,3,4,4,2,2,3,4,2,4,4,2,4,3,3,3,4,4,3,4,3,2,3,2,4,2,3,4,3.172413793
src08_hrc13.avi               ,3,2,2,3,4,3,4,2,3,3,3,3,3,4,2,2,2,4,4,3,3,3,2,3,2,4,3,2,3,2.896551724
src08_hrc14.avi               ,4,3,3,4,4,3,5,3,4,3,4,4,2,4,4,3,4,5,4,3,3,2,3,2,2,4,5,4,3,3.482758621
src09_hrc00.avi               ,5,4,5,5,5,4,5,5,5,5,5,4,5,5,4,4,4,4,4,5,4,3,5,4,5,5,4,4,5,4.517241379
src09_hrc01.avi               ,2,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.206896552
src09_hrc02.avi               ,3,2,2,2,2,1,2,2,2,1,3,2,2,3,1,1,1,2,2,3,3,2,2,2,1,2,3,3,3,2.068965517
src09_hrc03.avi               ,3,2,2,3,2,1,2,4,3,3,4,2,3,2,3,3,2,3,3,1,3,4,2,2,3,2,2,4,3,2.620689655
src09_hrc04.avi               ,4,3,4,2,3,1,3,3,4,2,3,3,3,5,3,3,1,4,3,2,3,4,2,4,3,4,2,4,3,3.034482759
src09_hrc05.avi               ,3,2,2,2,3,2,2,4,3,4,4,3,1,4,2,2,3,5,3,4,3,3,3,2,3,2,5,3,3,2.931034483
src09_hrc06.avi               ,5,4,4,4,4,3,5,4,5,5,5,4,5,5,3,4,4,5,5,5,4,2,4,3,5,3,5,4,4,4.206896552
src09_hrc07.avi               ,5,5,3,4,4,2,2,4,4,2,4,4,2,5,3,3,3,4,5,4,4,2,4,3,4,4,5,4,4,3.655172414
src09_hrc08.avi               ,3,1,2,2,2,2,4,2,2,2,4,2,2,3,2,2,1,1,3,2,3,3,2,2,2,3,3,3,3,2.344827586
src09_hrc09.avi               ,3,2,3,3,2,2,2,3,3,5,3,3,3,4,3,2,2,3,3,5,2,2,2,2,3,3,2,4,3,2.827586207
src09_hrc10.avi               ,3,4,3,3,3,2,5,4,4,5,4,3,3,5,3,4,1,4,3,2,3,3,2,3,2,2,3,4,3,3.206896552
src09_hrc11.avi               ,4,2,3,1,3,3,1,3,5,3,3,4,3,4,2,1,4,2,4,4,3,2,3,2,2,4,4,3,3,2.931034483
src09_hrc12.avi               ,4,4,4,3,5,4,5,3,5,5,4,4,5,5,5,4,3,5,5,5,4,3,4,4,4,5,5,3,4,4.24137931
src09_hrc13.avi               ,4,5,3,4,4,2,5,4,4,4,4,3,4,5,3,3,5,5,5,4,3,2,3,2,5,4,4,3,4,3.793103448
src09_hrc14.avi               ,5,3,5,4,4,5,5,4,4,5,5,4,3,4,5,5,2,5,5,5,5,2,4,4,5,5,4,4,4,4.275862069
