,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,MOS
src08_hrc01,5,5,4,3,3,4,5,4,5,5,5,5,3,3,4,5,5,2,4,4,4,5,4,5,5,5,4,4.259259259
src09_hrc01,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,4,5,5,5,3,5,5,5,4,4.777777778
src10_hrc01,4,4,5,4,3,4,5,4,4,3,4,3,3,5,4,3,5,4,3,4,5,4,3,5,3,5,4,3.962962963
src01_hrc02,4,5,4,2,3,5,5,3,5,4,4,4,3,4,4,4,4,5,4,4,4,3,5,4,5,5,3,4.037037037
src02_hrc02,5,4,5,5,4,4,4,4,4,4,3,5,2,5,4,3,4,4,3,4,4,4,3,5,3,4,3,3.925925926
src03_hrc02,3,4,5,4,3,4,4,4,4,4,4,4,3,4,4,5,5,3,4,4,4,3,4,4,4,5,4,3.962962963
src04_hrc02,4,4,5,2,4,5,5,4,4,3,3,5,3,4,4,4,3,5,4,5,5,4,3,4,5,4,4,4.037037037
src05_hrc02,4,4,5,2,5,5,5,4,4,4,5,5,3,3,5,5,4,5,5,5,4,4,3,4,5,4,3,4.222222222
src06_hrc02,4,3,4,2,4,4,4,5,5,4,4,4,2,2,4,4,4,4,4,4,4,3,3,5,4,3,4,3.740740741
src07_hrc02,4,2,3,1,3,3,3,3,2,3,3,3,2,2,3,5,3,2,1,2,2,3,2,3,3,3,3,2.666666667
src08_hrc02,3,2,2,2,3,3,3,3,2,4,3,3,2,2,3,3,4,3,4,4,4,2,2,4,4,4,2,2.962962963
src09_hrc02,5,4,4,3,3,4,4,4,3,4,4,3,3,4,4,4,3,4,4,3,3,3,3,5,4,3,3,3.62962963
src10_hrc02,4,4,4,3,3,4,4,3,5,4,4,3,2,4,4,4,2,3,4,3,4,3,3,5,4,4,4,3.62962963
src01_hrc03,3,2,1,1,2,4,4,2,3,2,2,3,1,2,3,2,2,3,5,2,3,2,2,3,1,2,3,2.407407407
src02_hrc03,3,2,2,2,2,2,2,2,3,3,2,3,2,3,3,2,4,3,1,1,2,2,2,3,3,2,3,2.37037037
src03_hrc03,3,2,2,1,3,3,3,2,3,3,3,2,2,3,4,3,3,2,1,3,3,3,3,4,2,3,2,2.62962963
src04_hrc03,2,4,4,1,3,3,3,2,2,2,3,2,2,2,2,4,2,3,3,2,2,2,3,3,2,2,2,2.481481481
src05_hrc03,3,2,3,2,2,3,3,3,3,4,3,3,2,3,3,3,4,3,4,3,2,3,2,4,4,2,4,2.962962963
src06_hrc03,4,1,1,1,3,3,2,2,2,3,3,3,1,3,3,2,2,1,1,2,2,2,3,3,4,2,2,2.259259259
src07_hrc03,1,1,1,1,2,2,2,2,1,2,3,1,1,2,3,2,2,2,1,2,1,2,2,2,2,2,2,1.740740741
src08_hrc03,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,3,3,2,2,2,2,2,3,3,1,1.888888889
src09_hrc03,2,1,1,1,2,2,2,2,2,2,3,1,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,1.888888889
src10_hrc03,3,3,3,1,2,3,4,1,3,3,3,2,2,3,4,2,2,2,3,2,1,2,2,3,3,3,3,2.518518519
src01_hrc04,5,5,5,5,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.888888889
src02_hrc04,5,5,5,4,3,5,5,2,5,5,3,4,4,4,3,4,5,5,5,4,5,4,4,5,5,5,4,4.333333333
src03_hrc04,5,3,5,2,4,5,5,3,4,4,4,5,3,4,5,5,4,4,4,4,5,4,4,4,4,5,4,4.148148148
src04_hrc04,5,4,5,5,4,5,5,4,4,4,4,5,4,5,4,5,4,5,4,4,4,4,2,5,5,3,5,4.333333333
src05_hrc04,5,4,5,5,4,5,5,4,5,5,5,5,4,5,5,5,5,4,5,5,5,4,5,4,5,5,5,4.740740741
src06_hrc04,5,3,5,5,5,5,5,3,5,4,3,4,3,5,3,5,4,4,4,5,5,3,3,5,5,4,4,4.222222222
src07_hrc04,4,3,4,3,3,4,4,3,4,4,4,2,2,3,4,5,4,3,3,2,4,4,3,5,4,4,4,3.555555556
src08_hrc04,4,5,5,3,5,5,5,4,4,5,5,5,4,4,4,5,5,5,3,4,5,4,2,5,5,4,4,4.37037037
src09_hrc04,5,5,5,5,3,5,5,5,5,5,5,4,4,5,5,4,4,4,5,5,5,4,3,4,5,5,5,4.592592593
src10_hrc04,4,3,3,3,3,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,2,4,4,5,4,3.592592593
src01_hrc05,5,5,5,5,4,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4.777777778
src02_hrc05,5,5,4,5,5,5,5,3,5,4,4,5,4,5,5,4,5,4,4,4,5,5,4,5,4,5,5,4.555555556
src03_hrc05,5,2,5,1,4,4,5,3,4,5,4,4,3,4,4,4,3,3,4,5,4,3,3,4,3,5,3,3.740740741
src04_hrc05,5,5,5,4,4,5,4,5,4,4,4,4,2,5,3,5,3,4,5,4,4,4,3,5,4,4,5,4.185185185
src05_hrc05,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,5,5,5,5,4.777777778
src06_hrc05,4,2,1,2,3,4,4,2,3,3,3,4,1,3,3,3,2,3,4,2,2,2,2,4,4,3,2,2.777777778
src07_hrc05,3,3,4,3,4,4,3,4,4,4,4,3,3,4,4,4,4,4,3,3,4,4,2,4,5,4,4,3.666666667
src08_hrc05,5,5,4,3,4,4,5,4,4,5,5,5,2,4,4,4,4,3,4,4,3,5,5,5,5,5,5,4.259259259
src09_hrc05,5,5,5,4,4,4,5,4,5,4,5,5,3,5,5,5,4,3,5,5,5,4,3,4,5,4,5,4.444444444
src10_hrc05,4,3,4,3,3,4,3,4,4,3,3,3,3,4,3,4,3,4,4,4,4,4,2,5,4,5,4,3.62962963
src01_hrc06,3,2,4,3,3,4,4,2,2,2,3,3,2,2,4,3,3,2,4,3,3,3,2,5,3,3,2,2.925925926
src02_hrc06,3,4,2,2,3,3,4,2,3,3,3,3,2,5,4,3,4,4,3,2,5,2,3,4,3,3,3,3.148148148
src03_hrc06,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1,2,2,1,1,1,1,1.259259259
src04_hrc06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1.074074074
src05_hrc06,4,4,4,3,3,5,5,2,5,4,3,4,2,4,3,3,4,2,5,4,4,4,3,3,4,5,4,3.703703704
src06_hrc06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1.037037037
src07_hrc06,3,3,2,1,4,4,3,4,2,3,3,2,2,2,3,3,3,3,4,3,3,3,2,3,3,2,3,2.814814815
src08_hrc06,3,3,2,2,2,3,3,3,2,3,2,3,2,2,3,2,4,4,3,3,4,2,2,3,4,3,3,2.777777778
src09_hrc06,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,2,2,2,1,1.333333333
src10_hrc06,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,2,2,2,4,2,3,2,2.074074074
src01_hrc07,4,3,5,2,3,5,5,5,3,4,4,4,3,4,3,4,5,5,5,5,5,3,2,5,4,4,4,4
src02_hrc07,4,5,4,3,3,5,4,3,4,4,4,4,2,3,3,4,4,4,4,4,3,4,3,5,4,5,4,3.814814815
src03_hrc07,5,4,4,3,4,4,5,3,4,4,4,4,4,4,3,5,4,4,4,3,5,4,2,5,4,5,5,4.037037037
src04_hrc07,5,5,5,4,5,4,5,5,5,3,5,5,4,5,4,5,4,5,5,4,5,4,2,5,5,4,4,4.481481481
src05_hrc07,5,4,5,5,4,5,5,4,4,4,5,4,3,4,5,4,5,5,4,5,4,5,3,5,4,5,3,4.37037037
src06_hrc07,5,4,4,3,3,4,5,4,5,5,5,5,4,5,4,4,4,4,4,4,4,4,3,5,5,5,3,4.222222222
src07_hrc07,4,2,2,3,3,3,4,3,3,3,4,3,2,2,3,4,3,3,3,3,3,3,2,3,3,3,3,2.962962963
src08_hrc07,4,3,3,1,3,4,4,4,3,4,4,3,3,2,4,3,4,5,4,3,4,3,3,5,4,4,4,3.518518519
src09_hrc07,5,5,4,4,3,4,4,4,4,4,4,4,3,4,3,5,4,4,5,5,4,4,4,5,4,4,3,4.074074074
src10_hrc07,4,2,5,3,3,4,5,3,4,3,4,4,2,5,4,4,3,3,4,3,4,4,4,5,4,5,4,3.777777778
src01_hrc08,2,5,2,3,3,4,2,2,4,3,3,4,1,5,5,5,2,2,5,3,3,4,2,4,2,5,2,3.222222222
src02_hrc08,1,4,2,4,2,2,2,4,1,2,3,3,1,3,4,4,3,1,3,2,3,2,2,4,2,3,1,2.518518519
src03_hrc08,2,2,2,1,1,2,1,3,1,2,3,4,1,3,3,3,2,1,2,2,3,2,2,2,1,3,1,2.037037037
src04_hrc08,3,2,1,3,2,3,1,3,3,2,3,2,1,4,4,4,2,2,4,2,4,4,2,3,1,5,2,2.666666667
src05_hrc08,5,5,5,5,3,5,5,2,5,4,5,5,2,5,5,5,3,3,4,4,5,3,3,4,5,5,4,4.222222222
src06_hrc08,2,1,1,2,5,3,2,3,3,2,2,3,1,5,3,4,2,1,2,3,4,2,2,4,2,4,2,2.592592593
src07_hrc08,2,2,3,3,3,3,4,2,2,2,3,2,1,3,4,4,3,3,3,2,3,2,2,4,2,3,2,2.666666667
src08_hrc08,4,2,3,2,3,4,4,3,2,3,3,5,2,3,4,3,3,2,4,3,3,4,2,4,3,4,3,3.148148148
src09_hrc08,2,5,3,4,3,4,3,2,1,2,3,2,1,4,4,5,3,4,3,3,4,2,2,4,5,5,2,3.148148148
src10_hrc08,2,2,2,3,3,2,3,2,3,2,3,2,1,4,4,4,3,2,3,3,3,2,2,5,2,4,3,2.740740741
src01_hrc09,2,3,1,2,2,3,3,3,2,2,2,2,1,3,2,2,2,2,4,2,3,2,2,4,3,2,2,2.333333333
src02_hrc09,2,2,1,1,2,2,2,2,3,2,2,2,1,3,1,2,2,2,3,2,1,2,2,4,1,2,1,1.925925926
src03_hrc09,2,2,1,1,2,3,2,2,3,3,3,2,1,3,2,2,3,2,4,2,2,3,3,4,2,4,1,2.37037037
src04_hrc09,5,5,5,2,3,4,4,3,4,3,3,3,2,5,4,5,2,2,5,4,4,4,3,5,4,3,5,3.740740741
src05_hrc09,2,3,1,3,2,3,3,2,4,3,1,1,1,4,2,2,2,3,3,3,3,2,2,3,3,3,2,2.444444444
src06_hrc09,3,3,4,3,3,3,4,4,4,3,3,2,2,4,4,2,2,2,4,3,4,3,2,4,4,4,2,3.148148148
src07_hrc09,2,1,2,3,2,4,3,2,1,3,3,1,2,4,3,2,2,3,4,2,4,3,2,5,3,3,1,2.592592593
src08_hrc09,3,2,1,2,2,4,2,1,3,3,3,1,1,2,2,2,2,2,3,2,4,2,3,4,3,2,2,2.333333333
src09_hrc09,3,4,2,3,3,4,4,3,4,4,3,3,3,4,4,4,4,3,4,4,4,3,2,4,5,5,3,3.555555556
src10_hrc09,2,3,1,3,2,2,2,3,3,3,3,1,1,3,3,3,1,3,3,2,4,3,2,4,2,3,2,2.481481481
src01_hrc10,2,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,1.333333333
src02_hrc10,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,2,1,1,1,1.259259259
src03_hrc10,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1.185185185
src04_hrc10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1.111111111
src05_hrc10,1,1,1,1,2,1,2,1,1,2,2,2,1,2,2,1,2,2,3,1,1,2,1,1,1,1,2,1.481481481
src06_hrc10,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1.222222222
src07_hrc10,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1.222222222
src08_hrc10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1.074074074
src09_hrc10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1.037037037
src10_hrc10,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1.148148148
src01_hrc11,5,4,4,2,3,4,5,3,4,4,3,4,1,4,3,5,4,4,5,5,3,4,4,4,4,4,4,3.814814815
src02_hrc11,5,5,3,3,3,4,4,3,3,4,4,4,2,5,4,4,5,3,4,4,4,3,3,4,3,5,3,3.740740741
src03_hrc11,4,3,4,2,4,4,4,4,4,4,4,3,2,3,3,5,4,3,4,4,4,4,4,4,4,5,3,3.703703704
src04_hrc11,4,3,4,2,4,4,4,3,3,3,3,4,2,4,3,5,3,5,4,3,4,4,2,3,3,3,4,3.444444444
src05_hrc11,4,4,5,2,4,4,5,4,5,4,4,4,3,3,5,5,4,5,5,4,5,4,5,5,4,5,4,4.259259259
src06_hrc11,4,4,3,1,3,3,3,3,3,3,2,4,1,3,4,3,3,2,5,4,3,2,3,4,4,3,3,3.074074074
src07_hrc11,3,2,2,1,3,3,2,3,2,3,3,2,2,2,3,2,3,2,3,2,2,2,2,3,3,3,3,2.444444444
src08_hrc11,4,1,3,1,3,3,3,3,2,3,3,4,2,2,3,3,3,3,3,2,4,2,2,3,4,3,3,2.777777778
src09_hrc11,3,4,2,1,2,3,2,2,2,3,3,4,1,3,4,2,3,3,3,3,1,3,3,3,3,3,3,2.666666667
src10_hrc11,3,2,5,2,3,3,4,2,2,3,3,3,2,3,4,3,3,3,3,4,4,3,3,5,4,4,4,3.222222222
src01_hrc12,3,2,2,1,3,3,2,2,3,3,2,3,1,2,4,3,4,3,3,3,2,2,2,3,3,1,2,2.481481481
src02_hrc12,5,1,2,2,3,3,2,2,3,3,3,4,1,2,3,2,3,2,1,3,4,3,2,3,4,2,3,2.62962963
src03_hrc12,2,1,2,1,3,3,2,3,2,3,2,3,1,3,3,2,3,2,4,2,2,2,2,2,1,2,2,2.222222222
src04_hrc12,2,1,2,1,4,2,1,2,2,2,2,3,1,2,3,2,3,2,1,2,1,2,2,2,3,2,3,2.037037037
src05_hrc12,3,1,2,1,3,2,2,2,2,4,2,5,1,3,4,2,3,1,1,3,2,3,2,3,2,3,3,2.407407407
src06_hrc12,3,2,1,1,3,3,2,2,2,3,2,4,1,3,3,2,2,2,1,2,1,2,2,3,2,2,2,2.148148148
src07_hrc12,3,1,1,1,2,3,2,2,2,2,2,2,1,2,3,2,3,2,3,1,1,2,2,3,3,2,2,2.037037037
src08_hrc12,2,1,2,1,2,3,3,3,2,3,2,3,1,1,3,2,3,2,3,2,3,2,2,2,3,3,2,2.259259259
src09_hrc12,2,1,1,1,2,2,1,2,1,2,2,3,1,3,3,1,2,1,1,2,1,2,1,1,2,2,2,1.666666667
src10_hrc12,3,2,3,1,3,3,2,3,2,3,2,2,1,3,3,2,3,2,1,2,3,2,2,4,3,3,3,2.444444444
src01_hrc13,3,2,3,1,3,3,2,3,2,3,2,3,1,3,3,2,3,2,1,3,3,2,2,3,2,2,2,2.37037037
src02_hrc13,3,1,2,2,4,3,2,3,2,4,2,4,1,3,4,2,3,4,1,3,3,2,3,3,3,3,4,2.740740741
src03_hrc13,3,1,2,1,3,3,2,3,2,4,2,4,2,2,3,2,3,2,3,2,2,2,2,3,4,3,3,2.518518519
src04_hrc13,3,1,1,1,3,3,2,3,2,2,2,4,1,3,3,3,3,2,1,2,2,2,3,2,3,2,3,2.296296296
src05_hrc13,3,2,3,1,3,2,2,3,2,3,1,4,1,2,3,2,3,1,1,2,2,3,2,2,2,3,3,2.259259259
src06_hrc13,3,1,1,1,3,3,2,3,2,2,2,4,1,2,3,2,3,2,1,2,1,2,2,2,3,2,3,2.148148148
src07_hrc13,4,1,1,1,3,3,2,2,2,3,2,2,1,2,3,2,3,2,1,2,2,3,2,3,2,1,3,2.148148148
src08_hrc13,2,2,2,2,3,2,2,3,1,3,2,3,1,2,2,2,3,2,4,2,3,2,1,3,3,2,3,2.296296296
src09_hrc13,2,2,1,1,2,3,1,3,2,3,1,2,1,2,3,2,3,2,1,1,1,2,2,1,2,1,2,1.814814815
src10_hrc13,3,1,2,2,3,4,2,2,2,3,2,3,1,3,3,2,3,2,1,2,2,3,2,4,3,3,3,2.444444444
src01_hrc14,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1.148148148
src02_hrc14,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1.111111111
src03_hrc14,3,1,3,1,3,3,1,2,2,3,1,4,1,3,4,1,3,2,1,3,2,3,2,3,2,2,3,2.296296296
src04_hrc14,3,2,5,1,3,2,2,3,2,3,2,4,1,3,3,3,4,1,3,3,2,2,3,3,4,3,3,2.703703704
src05_hrc14,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,2,1,1.259259259
src06_hrc14,4,5,4,1,3,4,3,4,4,4,2,5,2,4,4,4,5,4,3,2,3,4,4,4,5,4,4,3.666666667
src07_hrc14,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1.185185185
src08_hrc14,1,1,1,1,3,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1.222222222
src09_hrc14,1,1,1,1,3,2,1,1,1,1,1,2,1,2,2,1,3,1,2,1,1,2,2,1,2,1,1,1.444444444
src10_hrc14,4,2,4,2,3,3,3,3,2,3,2,4,2,2,4,3,2,2,1,2,3,3,2,2,3,4,3,2.703703704
src01_hrc15,3,1,1,1,3,2,2,2,2,3,3,3,1,2,3,2,2,1,1,2,2,2,2,2,3,2,3,2.074074074
src02_hrc15,2,1,2,1,3,2,2,2,2,3,2,4,1,2,4,2,3,2,1,2,1,2,2,3,3,2,3,2.185185185
src03_hrc15,3,2,2,1,4,3,2,2,2,3,2,4,1,2,3,3,3,2,1,3,2,3,2,2,3,3,3,2.444444444
src04_hrc15,3,1,2,2,3,3,2,3,2,3,2,3,1,2,3,2,3,1,1,2,1,2,2,2,2,2,3,2.148148148
src05_hrc15,2,2,3,1,3,3,2,2,2,3,2,3,1,2,3,3,5,2,1,2,3,2,2,3,2,2,3,2.37037037
src06_hrc15,2,1,1,1,3,2,1,3,3,3,2,4,1,2,3,2,3,3,1,2,2,2,2,3,2,2,2,2.148148148
src07_hrc15,3,2,1,2,3,4,4,3,2,3,3,3,2,2,3,2,4,2,1,2,3,2,2,4,3,1,3,2.555555556
src08_hrc15,2,2,2,2,3,4,3,2,2,4,2,3,2,2,3,3,3,2,4,2,3,2,2,3,4,2,2,2.592592593
src09_hrc15,2,1,1,1,3,2,1,1,2,2,1,3,1,2,3,1,3,1,1,1,1,2,1,2,1,2,2,1.62962963
src10_hrc15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1.037037037
src01_hrc16,3,2,3,1,4,4,2,2,3,4,2,4,1,3,3,3,3,2,3,3,3,2,2,3,4,2,3,2.740740741
src02_hrc16,2,2,3,1,3,4,2,3,2,3,2,5,1,5,3,3,4,2,3,2,2,2,3,3,5,3,4,2.851851852
src03_hrc16,5,2,3,2,2,4,2,3,3,3,3,4,1,3,3,3,3,2,4,3,3,2,4,4,4,3,3,3
src04_hrc16,4,2,3,1,4,3,2,3,2,3,2,3,1,3,3,3,5,2,5,2,2,4,3,2,2,3,3,2.777777778
src05_hrc16,4,3,4,2,3,5,5,4,2,4,2,4,2,4,3,4,4,3,3,3,2,3,3,4,4,4,3,3.37037037
src06_hrc16,5,1,1,2,3,2,1,3,3,3,2,4,1,2,3,1,2,2,1,2,2,2,2,2,3,1,4,2.222222222
src07_hrc16,3,1,2,1,3,3,2,3,2,3,2,2,1,3,4,2,4,3,1,3,2,2,2,3,3,2,2,2.37037037
src08_hrc16,3,3,2,2,3,3,3,3,3,4,3,4,1,2,3,3,3,2,1,3,2,3,2,5,3,3,3,2.777777778
src09_hrc16,4,2,2,1,3,2,2,2,2,4,2,4,1,3,4,3,3,1,3,2,3,3,2,2,3,3,3,2.555555556
src10_hrc16,3,1,3,2,3,3,3,2,3,3,4,3,1,4,3,2,3,2,3,3,3,3,2,4,3,3,3,2.777777778
