,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,MOS
src02_hrc11.avi               ,3,3,2,3,2,2,2,3,2,3,3,2,2,2,2,3,2,3,2,3,3,3,3,4,2,2,2,2.518518519
src02_hrc12.avi               ,1,2,2,2,1,1,1,2,2,3,1,2,1,1,1,2,2,2,1,2,2,1,2,3,2,2,2,1.703703704
src02_hrc13.avi               ,4,5,5,5,4,4,5,5,5,5,5,4,5,4,4,4,5,4,4,5,4,5,5,4,4,5,4,4.518518519
src02_hrc14.avi               ,3,4,4,3,5,4,2,3,4,5,5,4,5,3,2,4,5,4,3,4,4,4,5,5,4,4,4,3.925925926
src02_hrc15.avi               ,3,3,2,3,2,2,1,2,3,3,3,3,2,2,2,3,2,2,1,3,2,3,3,4,2,2,2,2.407407407
src02_hrc16.avi               ,1,2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1.37037037
src02_hrc17.avi               ,3,3,3,3,2,3,3,4,3,3,3,3,3,2,3,3,2,4,3,4,4,4,4,3,4,4,3,3.185185185
src02_hrc18.avi               ,3,3,2,3,3,2,1,2,3,4,2,3,2,2,2,2,1,3,2,3,3,3,3,3,3,3,4,2.592592593
src02_hrc19.avi               ,1,2,2,2,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,3,2,2,2,2,2,2,2,1.62962963
src02_hrc20.avi               ,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1.148148148
src02_hrc21.avi               ,4,5,5,4,4,4,5,5,3,5,5,5,4,5,4,5,4,4,4,5,5,5,4,5,4,5,4,4.481481481
src02_hrc22.avi               ,4,4,5,4,3,3,4,4,5,4,5,4,4,4,2,4,4,4,3,4,4,4,4,4,3,3,4,3.851851852
src02_hrc22.avi               ,4,4,4,5,5,3,3,4,4,4,3,4,5,3,3,4,4,4,4,4,4,4,4,5,3,5,3,3.925925926
src02_hrc23.avi               ,3,3,2,3,2,2,1,2,3,2,3,2,2,3,2,2,2,3,2,3,3,3,3,3,3,2,3,2.481481481
src02_hrc23.avi               ,2,3,2,3,2,2,1,2,2,3,3,3,2,2,2,2,2,3,1,3,3,3,3,3,2,2,2,2.333333333
src02_hrc24.avi               ,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1.333333333
src02_hrc28.avi               ,4,1,1,2,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1.407407407
src02_hrc29.avi               ,3,2,1,3,1,2,1,2,2,2,2,2,1,4,2,1,1,3,1,2,2,3,2,2,2,2,2,1.962962963
src03_hrc00.avi               ,4,4,5,5,5,4,4,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,4.740740741
src03_hrc00.avi               ,5,2,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,4.777777778
src03_hrc01.avi               ,4,4,4,5,5,5,4,5,5,5,5,4,5,4,4,5,5,4,5,5,4,5,5,5,5,4,5,4.62962963
src03_hrc02.avi               ,4,5,5,5,4,4,2,5,4,4,4,5,3,4,4,4,4,4,5,5,4,5,4,5,4,3,3,4.148148148
src03_hrc03.avi               ,3,4,4,3,3,3,2,5,3,4,4,3,3,2,3,3,1,4,5,4,5,5,4,3,4,3,5,3.518518519
src03_hrc04.avi               ,3,3,2,2,1,2,2,5,3,3,3,2,2,2,3,2,2,5,3,4,3,3,2,4,2,2,2,2.666666667
src03_hrc05.avi               ,3,5,5,5,4,4,4,4,4,5,5,4,5,5,4,5,4,4,5,5,4,4,5,3,5,4,5,4.407407407
src03_hrc06.avi               ,4,2,4,4,4,4,2,5,4,4,4,4,3,4,4,5,4,4,4,5,4,5,4,5,4,5,3,4
src03_hrc07.avi               ,3,4,3,3,3,3,2,5,4,4,3,3,3,2,3,3,3,4,5,4,3,4,4,2,3,2,4,3.296296296
src03_hrc08.avi               ,2,2,2,3,2,3,2,4,2,4,3,3,1,1,3,2,1,4,4,3,2,3,2,2,2,2,2,2.444444444
src03_hrc09.avi               ,4,4,5,5,4,4,4,5,4,5,4,5,4,5,3,5,4,5,5,5,4,5,4,5,4,5,5,4.481481481
src03_hrc10.avi               ,4,5,4,4,5,4,2,5,4,5,4,4,3,3,4,5,4,4,5,5,4,5,5,5,4,4,2,4.148148148
src03_hrc11.avi               ,4,2,3,3,3,2,1,4,3,4,3,3,2,2,3,3,3,4,4,3,2,3,3,4,2,2,3,2.888888889
src03_hrc12.avi               ,3,2,2,2,1,1,1,1,2,2,2,2,1,1,3,1,1,3,2,2,2,3,2,2,2,2,2,1.851851852
src03_hrc13.avi               ,5,5,5,5,4,4,4,5,4,5,3,5,3,5,4,5,4,5,4,5,5,5,5,5,4,5,5,4.555555556
src03_hrc14.avi               ,4,4,5,4,4,4,3,5,5,4,4,4,3,3,4,4,4,5,5,4,4,5,4,5,4,3,4,4.111111111
src03_hrc15.avi               ,2,3,2,4,1,2,2,2,3,4,4,3,2,2,4,2,4,3,5,3,2,3,3,3,2,4,3,2.851851852
src03_hrc16.avi               ,1,2,1,2,1,1,1,2,2,3,2,2,1,2,2,1,1,2,1,3,1,3,2,2,1,2,1,1.666666667
src03_hrc17.avi               ,3,3,4,2,1,4,2,4,2,3,3,2,2,2,4,2,2,4,4,3,4,3,2,3,3,2,3,2.814814815
src03_hrc18.avi               ,2,3,2,3,2,2,2,4,2,2,2,2,2,2,3,2,2,3,4,4,3,3,2,3,2,2,2,2.481481481
src03_hrc19.avi               ,3,2,1,2,1,2,1,1,3,2,2,3,1,1,2,2,1,3,1,2,2,2,1,2,2,2,3,1.851851852
src03_hrc20.avi               ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1.111111111
src03_hrc21.avi               ,5,5,5,4,4,4,4,5,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4.62962963
src03_hrc22.avi               ,4,5,4,5,4,4,2,5,4,4,4,4,3,5,3,4,5,4,5,4,3,5,5,3,4,3,5,4.074074074
src03_hrc22.avi               ,3,4,5,4,4,4,2,5,4,5,5,4,3,3,4,5,4,4,5,5,4,4,4,4,4,5,3,4.074074074
src03_hrc23.avi               ,4,4,3,3,3,2,1,5,3,4,4,4,3,2,3,3,3,4,4,4,3,4,4,4,3,2,4,3.333333333
src03_hrc23.avi               ,2,3,3,4,4,2,1,5,3,4,3,3,3,2,3,4,4,4,4,3,3,3,4,3,3,2,3,3.148148148
src03_hrc24.avi               ,2,2,1,2,1,2,1,1,1,1,2,2,1,1,2,1,1,2,1,2,1,2,1,1,1,2,1,1.407407407
src03_hrc28.avi               ,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,1,1,1,1.259259259
src03_hrc29.avi               ,1,1,2,2,1,2,1,2,2,3,2,2,1,1,2,1,1,2,3,2,2,2,2,2,2,2,1,1.740740741
src04_hrc00.avi               ,5,3,4,4,3,4,2,4,4,5,3,4,5,4,2,4,4,5,3,4,4,4,5,5,4,4,3,3.888888889
src04_hrc00.avi               ,5,3,5,4,5,4,5,4,3,4,4,4,5,3,4,4,4,5,4,5,4,4,5,4,4,3,3,4.111111111
src04_hrc01.avi               ,4,4,5,3,4,3,4,4,3,3,4,4,5,4,4,4,4,4,5,4,3,4,5,5,4,4,4,4
src04_hrc02.avi               ,3,3,4,4,3,4,3,4,3,4,4,3,4,5,3,4,4,4,4,4,3,4,4,5,4,4,4,3.777777778
src04_hrc03.avi               ,4,4,5,4,4,3,4,3,4,4,3,3,3,3,4,4,4,4,4,4,3,4,4,5,3,3,2,3.666666667
src04_hrc04.avi               ,3,4,4,3,3,4,3,4,3,5,3,2,3,3,3,3,3,4,3,4,3,4,4,3,3,5,3,3.407407407
src04_hrc05.avi               ,4,4,5,3,4,4,4,4,4,4,4,3,4,3,4,4,3,5,3,5,4,4,5,4,3,4,3,3.888888889
src04_hrc06.avi               ,3,3,3,3,2,4,2,3,3,4,3,4,3,3,3,3,2,4,3,4,3,3,4,4,4,4,3,3.222222222
src04_hrc07.avi               ,3,3,3,2,4,2,3,2,3,3,3,2,3,2,3,2,2,4,4,3,2,4,3,4,3,2,2,2.814814815
src04_hrc08.avi               ,2,1,3,3,2,2,3,3,2,3,2,2,2,1,3,2,2,4,4,3,3,3,3,2,3,2,2,2.481481481
src04_hrc09.avi               ,5,4,5,3,4,4,4,3,4,4,4,3,4,3,3,4,4,4,4,5,5,4,5,4,3,5,3,3.962962963
src04_hrc10.avi               ,3,3,3,3,3,4,3,4,3,4,2,3,3,3,3,3,3,4,3,4,3,3,4,4,3,4,3,3.259259259
src04_hrc11.avi               ,2,3,2,3,2,2,1,2,2,3,2,3,2,2,3,2,2,3,2,3,2,2,3,3,2,3,2,2.333333333
src04_hrc12.avi               ,1,2,2,2,1,1,1,1,2,3,2,2,1,1,2,1,1,2,2,2,2,2,2,4,2,2,1,1.740740741
src04_hrc13.avi               ,3,4,5,3,4,4,5,4,3,3,4,4,5,3,4,4,4,5,4,4,4,3,5,5,4,4,4,4
src04_hrc14.avi               ,3,3,3,3,4,4,3,3,4,4,3,3,4,4,3,4,3,4,4,4,4,3,5,3,3,2,4,3.481481481
src04_hrc15.avi               ,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,3,4,3,3,3,2,2,2,2,2,2.296296296
src04_hrc16.avi               ,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1.148148148
src04_hrc17.avi               ,3,4,5,4,4,3,4,4,3,4,3,4,5,3,4,4,4,4,4,4,3,5,4,4,3,4,2,3.777777778
src04_hrc18.avi               ,3,3,3,3,2,3,2,3,3,3,2,3,2,2,3,2,3,4,3,3,3,3,3,4,3,3,3,2.851851852
src04_hrc19.avi               ,1,1,1,2,1,1,1,1,1,2,2,2,1,2,2,1,1,2,1,2,1,2,2,3,1,1,1,1.444444444
src04_hrc20.avi               ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
src04_hrc21.avi               ,5,4,5,3,5,4,4,5,3,4,3,4,5,3,3,4,4,4,4,4,4,4,5,5,3,4,3,4
src04_hrc22.avi               ,3,3,3,4,3,4,3,4,4,4,4,4,3,4,3,3,3,4,4,4,3,3,4,4,4,3,3,3.518518519
src04_hrc22.avi               ,3,2,3,3,3,3,3,4,3,4,3,3,5,2,4,3,4,4,4,4,3,5,4,4,3,3,3,3.407407407
src04_hrc23.avi               ,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,2,1,3,2,3,2,3,2,3,2,2,2,2.259259259
src04_hrc23.avi               ,2,2,2,1,1,2,2,2,2,2,3,2,2,1,3,3,2,3,5,3,2,2,2,4,2,2,1,2.222222222
src04_hrc24.avi               ,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,1.222222222
src04_hrc28.avi               ,1,1,1,2,1,2,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,2,1,3,2,1,1,1.37037037
src04_hrc29.avi               ,1,2,1,1,1,2,1,4,1,1,2,1,2,1,3,1,2,2,1,2,1,3,2,2,1,2,1,1.62962963
src05_hrc00.avi               ,4,5,5,5,3,4,4,5,5,5,4,5,4,5,4,5,5,5,4,5,4,4,5,3,5,4,5,4.481481481
src05_hrc00.avi               ,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,3,5,4.814814815
src05_hrc01.avi               ,4,5,5,4,3,4,4,5,5,5,5,4,3,5,3,4,3,4,5,5,5,4,4,4,5,4,5,4.296296296
src05_hrc02.avi               ,3,4,5,4,3,3,3,5,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,3,3,3.888888889
src05_hrc03.avi               ,3,4,2,3,3,3,2,4,3,4,3,3,2,2,3,3,1,4,3,3,3,3,3,3,3,3,3,2.925925926
src05_hrc04.avi               ,2,3,2,2,2,2,3,2,2,3,3,2,2,2,2,2,1,4,4,3,3,3,2,3,2,2,2,2.407407407
src05_hrc05.avi               ,3,5,5,5,3,4,3,5,3,5,5,4,4,5,4,4,5,4,4,5,5,5,4,4,5,5,4,4.333333333
src05_hrc06.avi               ,3,3,5,4,4,4,3,3,4,5,3,3,4,4,3,3,4,4,4,4,3,4,4,4,3,3,4,3.666666667
src05_hrc07.avi               ,2,3,2,3,2,2,1,3,3,4,2,3,1,1,2,2,1,4,2,3,2,3,2,2,3,3,3,2.37037037
src05_hrc08.avi               ,2,2,2,2,1,1,2,3,2,3,2,2,2,1,3,2,1,3,2,3,3,2,2,2,2,2,2,2.074074074
src05_hrc09.avi               ,4,4,5,4,3,4,4,5,5,5,4,4,4,5,4,5,4,4,4,4,5,5,4,4,5,4,5,4.333333333
src05_hrc10.avi               ,4,4,4,3,3,3,2,5,4,5,4,4,3,4,3,4,3,4,3,4,4,4,4,3,4,4,4,3.703703704
src05_hrc11.avi               ,2,3,1,2,1,1,1,2,3,3,2,2,1,2,2,1,1,4,3,2,2,2,2,2,2,2,3,2
src05_hrc12.avi               ,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,1,1.259259259
src05_hrc13.avi               ,4,4,5,4,5,4,4,5,3,5,5,5,3,5,4,5,4,4,5,5,4,5,4,5,5,4,4,4.407407407
src05_hrc14.avi               ,4,4,4,4,4,3,3,4,4,4,3,4,3,4,3,4,4,3,4,4,4,5,4,4,3,3,3,3.703703704
src05_hrc15.avi               ,1,3,2,2,1,1,1,2,3,4,2,2,2,2,2,2,1,3,1,2,2,3,2,1,3,2,2,2
src05_hrc16.avi               ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1.148148148
src05_hrc17.avi               ,3,2,2,3,1,2,2,2,2,3,2,3,2,1,3,3,3,4,4,3,2,3,2,3,3,3,2,2.518518519
src05_hrc18.avi               ,3,3,2,2,1,2,3,2,2,3,2,2,2,1,2,2,1,3,1,3,2,2,3,2,2,2,2,2.111111111
src05_hrc19.avi               ,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1.185185185
src05_hrc20.avi               ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
src05_hrc21.avi               ,4,4,4,5,4,4,5,5,4,5,2,5,3,5,3,5,4,5,4,4,4,5,5,4,4,5,5,4.296296296
src05_hrc22.avi               ,3,4,4,4,4,4,3,5,3,5,4,4,2,3,3,4,4,4,3,4,3,4,3,3,3,3,4,3.592592593
src05_hrc22.avi               ,4,3,4,3,3,3,3,4,3,5,3,4,4,3,3,3,4,4,3,4,4,5,5,5,4,4,3,3.703703704
src05_hrc23.avi               ,2,2,2,2,1,2,2,2,2,3,1,3,1,2,2,2,1,4,2,2,2,2,2,2,2,3,2,2.037037037
src05_hrc23.avi               ,2,2,3,2,1,2,1,2,3,3,2,3,2,2,3,2,2,3,1,3,2,3,2,2,1,2,2,2.148148148
src05_hrc24.avi               ,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1.111111111
src05_hrc28.avi               ,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1.111111111
src05_hrc29.avi               ,2,2,2,1,1,1,1,1,2,3,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1.444444444
src07_hrc00.avi               ,5,5,5,5,4,4,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,4,5,4.740740741
src07_hrc00.avi               ,4,5,4,5,4,5,3,4,5,5,5,5,5,5,4,4,5,5,4,4,5,5,5,5,5,3,5,4.555555556
src07_hrc01.avi               ,4,4,5,5,3,4,5,4,5,5,4,5,4,5,4,5,4,4,5,5,4,5,4,4,5,4,4,4.407407407
src07_hrc02.avi               ,4,4,4,5,3,4,4,4,4,5,5,3,4,4,4,3,4,4,5,5,3,5,4,4,4,3,3,4
src07_hrc03.avi               ,3,4,3,3,2,3,3,4,4,4,2,3,2,3,3,2,2,4,5,4,3,3,3,3,4,3,4,3.185185185
src07_hrc04.avi               ,2,3,2,3,2,3,3,4,3,4,2,3,3,2,3,3,2,4,4,4,3,4,3,2,3,3,2,2.925925926
src07_hrc05.avi               ,5,5,4,5,4,5,4,5,4,5,4,4,4,5,4,4,5,4,5,5,4,3,5,5,4,4,4,4.407407407
src07_hrc06.avi               ,3,3,4,4,4,3,3,5,4,4,4,4,5,4,4,3,4,4,4,4,4,4,5,4,4,4,3,3.888888889
src07_hrc07.avi               ,3,3,3,3,2,2,2,3,3,3,3,3,3,2,2,2,2,4,3,4,2,3,4,3,3,2,3,2.777777778
src07_hrc08.avi               ,2,4,2,2,2,2,2,2,2,3,2,3,2,2,3,2,2,4,2,3,3,3,3,2,3,2,2,2.444444444
src07_hrc09.avi               ,4,5,4,4,4,4,5,5,4,5,4,4,4,5,4,4,4,3,5,5,4,5,4,1,5,3,5,4.185185185
src07_hrc10.avi               ,3,4,4,5,2,3,3,5,4,5,5,4,3,5,4,4,4,4,1,5,4,4,4,4,4,4,4,3.888888889
src07_hrc11.avi               ,3,3,2,2,2,2,1,4,2,4,2,3,2,2,2,3,2,3,2,3,2,2,3,3,3,3,4,2.555555556
src07_hrc12.avi               ,1,2,1,2,1,1,1,1,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,1,2,1,1.518518519
src07_hrc13.avi               ,5,5,4,5,5,5,5,4,5,5,3,4,3,5,4,4,4,5,5,5,5,5,5,4,4,4,5,4.518518519
src07_hrc14.avi               ,4,4,3,4,3,3,5,5,3,4,4,5,3,3,3,3,5,4,5,5,4,4,4,5,4,4,3,3.925925926
src07_hrc15.avi               ,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,3,3,3,3,3,2,2,3,2.407407407
src07_hrc16.avi               ,1,2,1,1,1,2,1,1,2,1,2,2,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1.333333333
src07_hrc17.avi               ,2,3,2,3,1,3,4,3,2,4,3,2,2,2,3,3,2,4,5,4,3,3,3,3,3,3,3,2.888888889
src07_hrc18.avi               ,2,3,2,3,1,2,2,2,3,3,3,2,2,2,3,1,2,4,1,4,2,3,3,3,2,2,2,2.37037037
src07_hrc19.avi               ,2,2,1,2,1,1,1,1,2,2,1,2,1,1,1,2,1,2,1,2,1,1,2,1,2,2,2,1.481481481
src07_hrc20.avi               ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
src07_hrc21.avi               ,4,4,5,5,3,4,4,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,3,4,4,5,4.444444444
src07_hrc22.avi               ,3,4,4,3,3,3,2,4,5,4,4,5,3,3,4,3,3,4,3,4,4,5,4,3,4,4,5,3.703703704
src07_hrc22.avi               ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,2,4,4,5,4,3,5,5,3,4
src07_hrc23.avi               ,2,3,2,2,2,2,2,2,3,3,3,2,2,2,2,2,1,3,1,3,2,2,3,3,3,3,3,2.333333333
src07_hrc23.avi               ,1,2,2,2,2,2,2,3,3,2,1,3,2,2,3,2,2,3,1,4,2,2,3,2,2,2,2,2.185185185
src07_hrc24.avi               ,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,2,1,1,2,1,1,2,1,1.259259259
src07_hrc28.avi               ,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,1,2,1,1.296296296
src07_hrc29.avi               ,2,3,2,2,1,2,1,2,2,3,2,2,1,2,1,1,2,2,2,2,2,2,2,2,3,2,3,1.962962963
src08_hrc00.avi               ,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4.888888889
src08_hrc00.avi               ,4,5,4,5,4,4,4,5,4,5,5,5,5,5,4,5,5,5,4,4,5,4,5,4,5,5,5,4.592592593
src08_hrc01.avi               ,5,5,3,5,5,5,5,5,4,5,5,4,5,5,4,5,4,5,5,5,4,4,5,5,5,5,4,4.666666667
src08_hrc02.avi               ,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,5,5,4,4,5,4,3,5,4,4.296296296
src08_hrc03.avi               ,3,3,3,4,2,3,2,3,3,4,3,3,3,2,3,3,2,4,4,4,4,5,3,4,3,2,3,3.148148148
src08_hrc04.avi               ,3,3,3,3,2,3,2,3,3,3,2,4,2,2,3,2,2,4,3,3,3,3,3,3,3,3,4,2.851851852
src08_hrc05.avi               ,4,5,5,4,5,4,2,5,5,5,5,5,5,4,4,5,5,4,5,5,5,4,5,5,5,5,4,4.592592593
src08_hrc06.avi               ,4,4,4,5,4,4,3,5,3,4,5,4,4,4,4,4,4,4,4,5,4,4,4,2,5,4,4,4.037037037
src08_hrc07.avi               ,3,4,3,4,2,3,2,4,3,3,3,3,3,2,3,3,2,4,4,4,3,4,3,2,3,2,3,3.037037037
src08_hrc08.avi               ,2,3,2,3,1,2,1,2,2,4,2,2,1,1,2,2,2,3,4,3,3,2,3,3,3,2,3,2.333333333
